"name","type","brand","model","specs"
"Asrock Fatal1ty 990FX Professional","Motherboard","Asrock","Fatal1ty 990FX Professional","Socket: AM3+, Chipset: AMD 990FX"
"EVGA Z270 FTW K","Motherboard","EVGA","Z270 FTW K","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock H110M-HDS R3.0","Motherboard","Asrock","H110M-HDS R3.0","Socket: LGA 1151, Chipset: Intel H110"
"EVGA Z370 FTW","Motherboard","EVGA","Z370 FTW","Socket: LGA 1151, Chipset: Intel Z370"
"MSI B350 Gaming Pro Carbon","Motherboard","MSI","B350 Gaming Pro Carbon","Socket: AM4, Chipset: AMD B350"
"Gigabyte GA-Z170N-WIFI Rev. 1.0","Motherboard","Gigabyte","GA-Z170N-WIFI Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Asus ROG Strix Z370-G Gaming","Motherboard","Asus","ROG Strix Z370-G Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Zenith Extreme Alpha","Motherboard","Asus","ROG Zenith Extreme Alpha","Socket: TR4, Chipset: AMD X399"
"Gigabyte GA-Z170X-Gaming 7 Rev. 1.1","Motherboard","Gigabyte","GA-Z170X-Gaming 7 Rev. 1.1","Socket: LGA 1151, Chipset: Intel Z170"
"MSI H170A Gaming Pro","Motherboard","MSI","H170A Gaming Pro","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte Z370 UD3H","Motherboard","Gigabyte","Z370 UD3H","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte X299 UD4 EX","Motherboard","Gigabyte","X299 UD4 EX","Socket: LGA 2066, Chipset: Intel X299"
"Asrock H170M Pro4S","Motherboard","Asrock","H170M Pro4S","Socket: LGA 1151, Chipset: Intel H170"
"SOYO SY-B250D4W+","Motherboard","SOYO","SY-B250D4W+","Socket: LGA 1151, Chipset: Intel B250"
"Asrock Z390M-ITX/ac","Motherboard","Asrock","Z390M-ITX/ac","Socket: LGA 1151, Chipset: Intel Z390"
"Asus WS C422 PRO/SE","Motherboard","Asus","WS C422 PRO/SE","Socket: LGA 2066, Chipset: Intel C422"
"Asrock Z270M-ITX/ac","Motherboard","Asrock","Z270M-ITX/ac","Socket: LGA 1151, Chipset: Intel Z270"
"EVGA Z270 Classified K","Motherboard","EVGA","Z270 Classified K","Socket: LGA 1151, Chipset: Intel Z270"
"MSI Z170A Krait Gaming 3X","Motherboard","MSI","Z170A Krait Gaming 3X","Socket: LGA 1151, Chipset: Intel Z170"
"Colorful Battle Flag C.X370AK X5","Motherboard","Colorful","Battle Flag C.X370AK X5","Socket: AM4, Chipset: AMD X370"
"Gigabyte GA-970A-UD3 Rev. 1.2","Motherboard","Gigabyte","GA-970A-UD3 Rev. 1.2","Socket: AM3+, Chipset: AMD 970"
"Colorful iGame Z270I-WF Gaming","Motherboard","Colorful","iGame Z270I-WF Gaming","Socket: LGA 1151, Chipset: Intel Z270"
"Maxsun MS-Z170 Pro Terminator","Motherboard","Maxsun","MS-Z170 Pro Terminator","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock Z170M OC Formula","Motherboard","Asrock","Z170M OC Formula","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-Z170MX-Gaming 5 Rev. 1.1","Motherboard","Gigabyte","GA-Z170MX-Gaming 5 Rev. 1.1","Socket: LGA 1151, Chipset: Intel Z170"
"Asus E3 Pro Gaming V5","Motherboard","Asus","E3 Pro Gaming V5","Socket: LGA 1151, Chipset: Intel C232"
"Gigabyte GA-H170-HD3 DDR3","Motherboard","Gigabyte","GA-H170-HD3 DDR3","Socket: LGA 1151, Chipset: Intel H170"
"Biostar A320MD PRO","Motherboard","Biostar","A320MD PRO","Socket: AM4, Chipset: AMD A320"
"Gigabyte Z490 Aorus Pro AX","Motherboard","Gigabyte","Z490 Aorus Pro AX","Socket: LGA 1200, Chipset: Intel Z490"
"MSI Z270 Camo Squad","Motherboard","MSI","Z270 Camo Squad","Socket: LGA 1151, Chipset: Intel Z270"
"MSI Z170A-G43 Plus","Motherboard","MSI","Z170A-G43 Plus","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-B150N-GSM","Motherboard","Gigabyte","GA-B150N-GSM","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-H110M-D3H R2 TPM","Motherboard","Gigabyte","GA-H110M-D3H R2 TPM","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte Z390 Designare","Motherboard","Gigabyte","Z390 Designare","Socket: LGA 1151, Chipset: Intel Z390"
"Asus ROG Strix H270I Gaming","Motherboard","Asus","ROG Strix H270I Gaming","Socket: LGA 1151, Chipset: Intel H270"
"MSI B150M PRO-VH","Motherboard","MSI","B150M PRO-VH","Socket: LGA 1151, Chipset: Intel B150"
"MSI Z170A Gaming M5","Motherboard","MSI","Z170A Gaming M5","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-X58A-UD3R Rev. 1.0","Motherboard","Gigabyte","GA-X58A-UD3R Rev. 1.0","Socket: LGA 1366, Chipset: Intel X58"
"Supermicro X11DPH-i","Motherboard","Supermicro","X11DPH-i","Socket: 2x LGA 3647, Chipset: Intel C622"
"Asus ROG Maximus Formula","Motherboard","Asus","ROG Maximus Formula","Socket: LGA 775, Chipset: Intel X38"
"Gigabyte G1.Guerrilla","Motherboard","Gigabyte","G1.Guerrilla","Socket: LGA 1366, Chipset: Intel X58"
"Asrock X570 Steel Legend","Motherboard","Asrock","X570 Steel Legend","Socket: AM4, Chipset: AMD X570"
"MSI Z170A Krait Gaming R6 Siege","Motherboard","MSI","Z170A Krait Gaming R6 Siege","Socket: LGA 1151, Chipset: Intel Z170"
"Asus B365M-Pixiu","Motherboard","Asus","B365M-Pixiu","Socket: LGA 1151, Chipset: Intel B365"
"Gigabyte GA-Z270X-Gaming 8","Motherboard","Gigabyte","GA-Z270X-Gaming 8","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock Fatal1ty X470 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty X470 Gaming-ITX/ac","Socket: AM4, Chipset: AMD X470"
"Asus ROG Maximus VII Impact","Motherboard","Asus","ROG Maximus VII Impact","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte GA-H170M-DS3H","Motherboard","Gigabyte","GA-H170M-DS3H","Socket: LGA 1151, Chipset: Intel H170"
"Asus ROG Strix X470-F Gaming","Motherboard","Asus","ROG Strix X470-F Gaming","Socket: AM4, Chipset: AMD X470"
"Supermicro X11DPH-T","Motherboard","Supermicro","X11DPH-T","Socket: 2x LGA 3647, Chipset: Intel C624"
"EVGA Z270 Stinger","Motherboard","EVGA","Z270 Stinger","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte Z370N WiFi","Motherboard","Gigabyte","Z370N WiFi","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-EX58-UD4P","Motherboard","Gigabyte","GA-EX58-UD4P","Socket: LGA 1366, Chipset: Intel X58"
"Gigabyte GA-990FXA-UD3 Rev. 4.0","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 4.0","Socket: AM3+, Chipset: AMD 990FX"
"Asrock Z390 Steel Legend","Motherboard","Asrock","Z390 Steel Legend","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock B150TM-ITX TPM R2.0","Motherboard","Asrock","B150TM-ITX TPM R2.0","Socket: LGA 1151, Chipset: Intel B150"
"Biostar TB250-BTC D+","Motherboard","Biostar","TB250-BTC D+","Socket: LGA 1151, Chipset: Intel B250"
"Asrock B460 Phantom Gaming 4","Motherboard","Asrock","B460 Phantom Gaming 4","Socket: LGA 1200, Chipset: Intel B460"
"Biostar B250GT5","Motherboard","Biostar","B250GT5","Socket: LGA 1151, Chipset: Intel B250"
"Asus H170-Pro/USB 3.1","Motherboard","Asus","H170-Pro/USB 3.1","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte GA-B150M-HD3 DDR3","Motherboard","Gigabyte","GA-B150M-HD3 DDR3","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-990X-Gaming SLI","Motherboard","Gigabyte","GA-990X-Gaming SLI","Socket: AM3+, Chipset: AMD 990X"
"MSI Z370I Gaming Pro Carbon AC","Motherboard","MSI","Z370I Gaming Pro Carbon AC","Socket: LGA 1151, Chipset: Intel Z370"
"Asus Z170-WS","Motherboard","Asus","Z170-WS","Socket: LGA 1151, Chipset: Intel Z170"
"Biostar B250ET2","Motherboard","Biostar","B250ET2","Socket: LGA 1151, Chipset: Intel B250"
"Asus H170M-Plus","Motherboard","Asus","H170M-Plus","Socket: LGA 1151, Chipset: Intel H170"
"ECS H110T-SI01","Motherboard","ECS","H110T-SI01","Socket: LGA 1151, Chipset: Intel H110"
"Asus H170I-Plus D3","Motherboard","Asus","H170I-Plus D3","Socket: LGA 1151, Chipset: Intel H170"
"Asrock Fatal1ty Z170 Gaming K4/D3","Motherboard","Asrock","Fatal1ty Z170 Gaming K4/D3","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock AB350M","Motherboard","Asrock","AB350M","Socket: AM4, Chipset: AMD B350"
"Gigabyte GA-B150M-DS3H DDR3","Motherboard","Gigabyte","GA-B150M-DS3H DDR3","Socket: LGA 1151, Chipset: Intel B150"
"Asus TUF X470-Plus Gaming","Motherboard","Asus","TUF X470-Plus Gaming","Socket: AM4, Chipset: AMD X470"
"Asrock AB350M Pro4/Dash","Motherboard","Asrock","AB350M Pro4/Dash","Socket: AM4, Chipset: AMD B350"
"Asrock Fatal1ty FM2A88X+ Killer","Motherboard","Asrock","Fatal1ty FM2A88X+ Killer","Socket: FM2+, Chipset: AMD A88X"
"Asrock Z170 Extreme6","Motherboard","Asrock","Z170 Extreme6","Socket: LGA 1151, Chipset: Intel Z170"
"Asus ROG Dominus Extreme","Motherboard","Asus","ROG Dominus Extreme","Socket: LGA 3647, Chipset: Intel C621"
"Gigabyte GA-AB350M-DS2","Motherboard","Gigabyte","GA-AB350M-DS2","Socket: AM4, Chipset: AMD B350"
"ECS H110M-C2H D3L","Motherboard","ECS","H110M-C2H D3L","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Maximus VI Impact","Motherboard","Asus","ROG Maximus VI Impact","Socket: LGA 1150, Chipset: Intel Z87"
"SOYO SY-Gaming Z270","Motherboard","SOYO","SY-Gaming Z270","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte GA-Z170X-Gaming GT","Motherboard","Gigabyte","GA-Z170X-Gaming GT","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock X570 Phantom Gaming 4S","Motherboard","Asrock","X570 Phantom Gaming 4S","Socket: AM4, Chipset: AMD X570"
"MSI X79A-GD45 Plus","Motherboard","MSI","X79A-GD45 Plus","Socket: LGA 2011, Chipset: Intel X79"
"Asrock H170 Pro4/Hyper","Motherboard","Asrock","H170 Pro4/Hyper","Socket: LGA 1151, Chipset: Intel H170"
"Asrock X99E-ITX/ac","Motherboard","Asrock","X99E-ITX/ac","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus ROG Maximus XI Hero Wi-Fi","Motherboard","Asus","ROG Maximus XI Hero Wi-Fi","Socket: LGA 1151, Chipset: Intel Z390"
"Asus Prime B250M-J","Motherboard","Asus","Prime B250M-J","Socket: LGA 1151, Chipset: Intel B250"
"Asus ROG Maximus IV Extreme","Motherboard","Asus","ROG Maximus IV Extreme","Socket: LGA 1155, Chipset: Intel P67"
"Gigabyte GA-AX370M-Gaming 3","Motherboard","Gigabyte","GA-AX370M-Gaming 3","Socket: AM4, Chipset: AMD X370"
"Asrock X470 Master SLI","Motherboard","Asrock","X470 Master SLI","Socket: AM4, Chipset: AMD X470"
"Gigabyte GA-Z170N-Gaming 5 Rev. 1.1","Motherboard","Gigabyte","GA-Z170N-Gaming 5 Rev. 1.1","Socket: LGA 1151, Chipset: Intel Z170"
"ECS A960M-MV Rev. 1.0","Motherboard","ECS","A960M-MV Rev. 1.0","Socket: AM3+, Chipset: AMD 760G"
"Gigabyte Z390 Aorus Master","Motherboard","Gigabyte","Z390 Aorus Master","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock H170 Combo","Motherboard","Asrock","H170 Combo","Socket: LGA 1151, Chipset: Intel H170"
"Asus ROG Crosshair III Formula","Motherboard","Asus","ROG Crosshair III Formula","Socket: AM3, Chipset: AMD 790FX"
"Gigabyte GA-Z170X-Gaming 5 Rev. 1.1","Motherboard","Gigabyte","GA-Z170X-Gaming 5 Rev. 1.1","Socket: LGA 1151, Chipset: Intel Z170"
"Colorful Battle AXE C.Z170 PLUS","Motherboard","Colorful","Battle AXE C.Z170 PLUS","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-B250-D3A","Motherboard","Gigabyte","GA-B250-D3A","Socket: LGA 1151, Chipset: Intel B250"
"Asus ROG Maximus II Gene","Motherboard","Asus","ROG Maximus II Gene","Socket: LGA 775, Chipset: Intel P45"
"Asus ROG Blitz Extreme","Motherboard","Asus","ROG Blitz Extreme","Socket: LGA 775, Chipset: Intel P35"
"MSI MPG Z390I Gaming Edge AC","Motherboard","MSI","MPG Z390I Gaming Edge AC","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock B150M-HDS","Motherboard","Asrock","B150M-HDS","Socket: LGA 1151, Chipset: Intel B150"
"MSI B150M Mortar","Motherboard","MSI","B150M Mortar","Socket: LGA 1151, Chipset: Intel B150"
"NZXT N7 Z370 Black","Motherboard","NZXT","N7 Z370 Black","Socket: LGA 1151, Chipset: Intel Z370"
"MSI H110M Grenade","Motherboard","MSI","H110M Grenade","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-970A-DS3P Rev. 1.0","Motherboard","Gigabyte","GA-970A-DS3P Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"MSI MPG Z390 Gaming Plus","Motherboard","MSI","MPG Z390 Gaming Plus","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock B150M Pro4","Motherboard","Asrock","B150M Pro4","Socket: LGA 1151, Chipset: Intel B150"
"MSI H270 PC Mate","Motherboard","MSI","H270 PC Mate","Socket: LGA 1151, Chipset: Intel H270"
"Asus H170-Plus D3","Motherboard","Asus","H170-Plus D3","Socket: LGA 1151, Chipset: Intel H170"
"Asrock X99 OC Formula/3.1","Motherboard","Asrock","X99 OC Formula/3.1","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-Z270X-Gaming 7","Motherboard","Gigabyte","GA-Z270X-Gaming 7","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock H110M-DVS/D3","Motherboard","Asrock","H110M-DVS/D3","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-X170-WS ECC","Motherboard","Gigabyte","GA-X170-WS ECC","Socket: LGA 1151, Chipset: Intel C236"
"Asus X99-Deluxe II","Motherboard","Asus","X99-Deluxe II","Socket: LGA 2011-3, Chipset: Intel X99"
"MSI B150I Gaming Pro AC","Motherboard","MSI","B150I Gaming Pro AC","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte X570 Aorus Pro","Motherboard","Gigabyte","X570 Aorus Pro","Socket: AM4, Chipset: AMD X570"
"Asrock H110M-DGS/D3","Motherboard","Asrock","H110M-DGS/D3","Socket: LGA 1151, Chipset: Intel H110"
"MSI B150M Bazooka","Motherboard","MSI","B150M Bazooka","Socket: LGA 1151, Chipset: Intel B150"
"Asrock Fatal1ty 970 Performance/3.1","Motherboard","Asrock","Fatal1ty 970 Performance/3.1","Socket: AM3+, Chipset: AMD 970"
"MSI H110M PRO-VDL","Motherboard","MSI","H110M PRO-VDL","Socket: LGA 1151, Chipset: Intel H110"
"Asrock B550 Pro4","Motherboard","Asrock","B550 Pro4","Socket: AM4, Chipset: AMD B550"
"Asrock H110M-HDV","Motherboard","Asrock","H110M-HDV","Socket: LGA 1151, Chipset: Intel H110"
"MSI Z270 SLI Plus","Motherboard","MSI","Z270 SLI Plus","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock X570 Phantom Gaming X","Motherboard","Asrock","X570 Phantom Gaming X","Socket: AM4, Chipset: AMD X570"
"Gigabyte GA-Q170M-D3H","Motherboard","Gigabyte","GA-Q170M-D3H","Socket: LGA 1151, Chipset: Intel Q170"
"Gigabyte GA-X150M-Pro ECC","Motherboard","Gigabyte","GA-X150M-Pro ECC","Socket: LGA 1151, Chipset: Intel C232"
"Asus EX-B360M-V3","Motherboard","Asus","EX-B360M-V3","Socket: LGA 1151, Chipset: Intel B360"
"Asrock X299 Taichi XE","Motherboard","Asrock","X299 Taichi XE","Socket: LGA 2066, Chipset: Intel X299"
"Asus Prime Z270M-Plus","Motherboard","Asus","Prime Z270M-Plus","Socket: LGA 1151, Chipset: Intel Z270"
"Asus Prime Q270M-C","Motherboard","Asus","Prime Q270M-C","Socket: LGA 1151, Chipset: Intel Q270"
"Gigabyte GA-Z170X-UD5","Motherboard","Gigabyte","GA-Z170X-UD5","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock IMB-390-L","Motherboard","Asrock","IMB-390-L","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock B365M-ITX/ac","Motherboard","Asrock","B365M-ITX/ac","Socket: LGA 1151, Chipset: Intel B365"
"Asrock Q170M vPro","Motherboard","Asrock","Q170M vPro","Socket: LGA 1151, Chipset: Intel Q170"
"Supermicro X11SSH-F","Motherboard","Supermicro","X11SSH-F","Socket: LGA 1151, Chipset: Intel C236"
"Asrock H110TM-ITX","Motherboard","Asrock","H110TM-ITX","Socket: LGA 1151, Chipset: Intel H110"
"MSI B250M Gaming Pro","Motherboard","MSI","B250M Gaming Pro","Socket: LGA 1151, Chipset: Intel B250"
"EVGA X299 Dark","Motherboard","EVGA","X299 Dark","Socket: LGA 2066, Chipset: Intel X299"
"Asrock J4205-ITX","Motherboard","Asrock","J4205-ITX","Socket: Onboard CPU, Chipset: SOC"
"MSI H110M Gaming","Motherboard","MSI","H110M Gaming","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Maximus VIII Gene","Motherboard","Asus","ROG Maximus VIII Gene","Socket: LGA 1151, Chipset: Intel Z170"
"MSI H170 Gaming M3","Motherboard","MSI","H170 Gaming M3","Socket: LGA 1151, Chipset: Intel H170"
"MSI 970A-G45","Motherboard","MSI","970A-G45","Socket: AM3+, Chipset: AMD 970"
"Asus WS Z390 Pro","Motherboard","Asus","WS Z390 Pro","Socket: LGA 1151, Chipset: Intel Z390"
"Asus TUF Z270 Mark 1","Motherboard","Asus","TUF Z270 Mark 1","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Rampage III Formula","Motherboard","Asus","ROG Rampage III Formula","Socket: LGA 1366, Chipset: Intel X58"
"Asrock B150M-ITX/D3","Motherboard","Asrock","B150M-ITX/D3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock H110M Combo-G","Motherboard","Asrock","H110M Combo-G","Socket: LGA 1151, Chipset: Intel H110"
"MSI Z97-G45 Gaming","Motherboard","MSI","Z97-G45 Gaming","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte GA-A320M-D2P","Motherboard","Gigabyte","GA-A320M-D2P","Socket: AM4, Chipset: AMD A320"
"MSI B150M PRO-VD D3","Motherboard","MSI","B150M PRO-VD D3","Socket: LGA 1151, Chipset: Intel B150"
"MSI H170A PC Mate","Motherboard","MSI","H170A PC Mate","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte Z390 Aorus Xtreme Waterforce 5G","Motherboard","Gigabyte","Z390 Aorus Xtreme Waterforce 5G","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Z170A-X1/3.1","Motherboard","Asrock","Z170A-X1/3.1","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock B150 Combo","Motherboard","Asrock","B150 Combo","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Rampage V Edition 10","Motherboard","Asus","ROG Rampage V Edition 10","Socket: LGA 2011-3, Chipset: Intel X99"
"Biostar A70MD Pro","Motherboard","Biostar","A70MD Pro","Socket: FM2+, Chipset: AMD A70M"
"Asus Prime B365M-K","Motherboard","Asus","Prime B365M-K","Socket: LGA 1151, Chipset: Intel B365"
"Gigabyte GA-Z170X-Gaming 7-EK","Motherboard","Gigabyte","GA-Z170X-Gaming 7-EK","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H110M-GL/D3","Motherboard","Asrock","H110M-GL/D3","Socket: LGA 1151, Chipset: Intel H110"
"Asus Trooper B150 D3","Motherboard","Asus","Trooper B150 D3","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Strix Z370-I Gaming","Motherboard","Asus","ROG Strix Z370-I Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Strix Z270G Gaming","Motherboard","Asus","ROG Strix Z270G Gaming","Socket: LGA 1151, Chipset: Intel Z270"
"Biostar J3160NH","Motherboard","Biostar","J3160NH","Socket: Onboard CPU, Chipset: SOC"
"Gigabyte GA-B150M-D3V","Motherboard","Gigabyte","GA-B150M-D3V","Socket: LGA 1151, Chipset: Intel B150"
"MSI B250 Krait Gaming","Motherboard","MSI","B250 Krait Gaming","Socket: LGA 1151, Chipset: Intel B250"
"Asus Q170T","Motherboard","Asus","Q170T","Socket: LGA 1151, Chipset: Intel Q170"
"Gigabyte GA-Z270X-Gaming 9","Motherboard","Gigabyte","GA-Z270X-Gaming 9","Socket: LGA 1151, Chipset: Intel Z270"
"Asus H110I-Plus","Motherboard","Asus","H110I-Plus","Socket: LGA 1151, Chipset: Intel H110"
"Asus Sabertooth Z170 S","Motherboard","Asus","Sabertooth Z170 S","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock 970 Extreme3","Motherboard","Asrock","970 Extreme3","Socket: AM3+, Chipset: AMD 970"
"Supermicro X11SSH-LN4F","Motherboard","Supermicro","X11SSH-LN4F","Socket: LGA 1151, Chipset: Intel C236"
"Maxsun MS-H110D4L M.4","Motherboard","Maxsun","MS-H110D4L M.4","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Strix X299-E Gaming","Motherboard","Asus","ROG Strix X299-E Gaming","Socket: LGA 2066, Chipset: Intel X299"
"Gigabyte GA-Z270M-D3P","Motherboard","Gigabyte","GA-Z270M-D3P","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Strix B360-H Gaming","Motherboard","Asus","ROG Strix B360-H Gaming","Socket: LGA 1151, Chipset: Intel B360"
"ECS A960M-M2","Motherboard","ECS","A960M-M2","Socket: AM3+, Chipset: AMD 760G"
"MSI Z97-GD65 Gaming","Motherboard","MSI","Z97-GD65 Gaming","Socket: LGA 1150, Chipset: Intel Z97"
"MSI Z170M Mortar","Motherboard","MSI","Z170M Mortar","Socket: LGA 1151, Chipset: Intel Z170"
"MSI H310M Gaming Arctic","Motherboard","MSI","H310M Gaming Arctic","Socket: LGA 1151, Chipset: Intel H310"
"Gigabyte X299-WU8","Motherboard","Gigabyte","X299-WU8","Socket: LGA 2066, Chipset: Intel X299"
"Asrock X99 Extreme11","Motherboard","Asrock","X99 Extreme11","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-990FXA-UD3 Rev. 3.0","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 3.0","Socket: AM3+, Chipset: AMD 990FX"
"Biostar Hi-Fi A70U3P Rev. 1.4","Motherboard","Biostar","Hi-Fi A70U3P Rev. 1.4","Socket: FM2+, Chipset: AMD A70M"
"Asus TUF B360-Plus Gaming","Motherboard","Asus","TUF B360-Plus Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte GA-X150M-Plus WS","Motherboard","Gigabyte","GA-X150M-Plus WS","Socket: LGA 1151, Chipset: Intel C232"
"Gigabyte GA-Z170X-UD5 TH","Motherboard","Gigabyte","GA-Z170X-UD5 TH","Socket: LGA 1151, Chipset: Intel Z170"
"Asus B150M-Plus D3","Motherboard","Asus","B150M-Plus D3","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-X58-USB3","Motherboard","Gigabyte","GA-X58-USB3","Socket: LGA 1366, Chipset: Intel X58"
"Asus B150 Pro Gaming D3","Motherboard","Asus","B150 Pro Gaming D3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock X99 Extreme3","Motherboard","Asrock","X99 Extreme3","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus ROG Maximus VIII Impact","Motherboard","Asus","ROG Maximus VIII Impact","Socket: LGA 1151, Chipset: Intel Z170"
"Biostar H110MG Pro D4","Motherboard","Biostar","H110MG Pro D4","Socket: LGA 1151, Chipset: Intel H110"
"Asrock Fatal1ty H270M Performance","Motherboard","Asrock","Fatal1ty H270M Performance","Socket: LGA 1151, Chipset: Intel H270"
"Asus ROG Rampage IV Formula","Motherboard","Asus","ROG Rampage IV Formula","Socket: LGA 2011, Chipset: Intel X79"
"MSI B450-A Pro","Motherboard","MSI","B450-A Pro","Socket: AM4, Chipset: AMD B450"
"Asus B150I Pro Gaming/WiFi/Aura","Motherboard","Asus","B150I Pro Gaming/WiFi/Aura","Socket: LGA 1151, Chipset: Intel B150"
"ECS A970M-A Deluxe","Motherboard","ECS","A970M-A Deluxe","Socket: AM3+, Chipset: AMD 970"
"Asrock IMB-156D","Motherboard","Asrock","IMB-156D","Socket: Onboard CPU, Chipset: SOC"
"Asus Prime B250-Plus","Motherboard","Asus","Prime B250-Plus","Socket: LGA 1151, Chipset: Intel B250"
"Asus TUF Z370-Pro Gaming","Motherboard","Asus","TUF Z370-Pro Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Maximus V Formula/ThunderFX","Motherboard","Asus","ROG Maximus V Formula/ThunderFX","Socket: LGA 1155, Chipset: Intel Z77"
"Asrock H110M-HDVP","Motherboard","Asrock","H110M-HDVP","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte C621 Aorus Xtreme","Motherboard","Gigabyte","C621 Aorus Xtreme","Socket: LGA 3647, Chipset: Intel C621"
"Gigabyte GA-990FXA-UD7 Rev. 3.0","Motherboard","Gigabyte","GA-990FXA-UD7 Rev. 3.0","Socket: AM3+, Chipset: AMD 990FX"
