"name","type","brand","model","specs"
"Biostar H110MGC D4","Motherboard","Biostar","H110MGC D4","Socket: LGA 1151, Chipset: Intel H110"
"Asrock IMB-190-E","Motherboard","Asrock","IMB-190-E","Socket: LGA 1151, Chipset: Intel Q170"
"Asus Q270M-CM-A","Motherboard","Asus","Q270M-CM-A","Socket: LGA 1151, Chipset: Intel Q270"
"Asrock A320M Pro4 R2.0","Motherboard","Asrock","A320M Pro4 R2.0","Socket: AM4, Chipset: AMD A320"
"Biostar TA70U3-LSP","Motherboard","Biostar","TA70U3-LSP","Socket: FM2+, Chipset: AMD A70M"
"Foxconn Quantumian 1","Motherboard","Foxconn","Quantumian 1","Socket: LGA 2011, Chipset: Intel X79"
"MSI X470 Gaming Pro Carbon AC","Motherboard","MSI","X470 Gaming Pro Carbon AC","Socket: AM4, Chipset: AMD X470"
"Asrock Z390 Taichi Ultimate","Motherboard","Asrock","Z390 Taichi Ultimate","Socket: LGA 1151, Chipset: Intel Z390"
"MSI H310M Gaming Plus","Motherboard","MSI","H310M Gaming Plus","Socket: LGA 1151, Chipset: Intel H310"
"Biostar Gaming Z170X","Motherboard","Biostar","Gaming Z170X","Socket: LGA 1151, Chipset: Intel Z170"
"MSI B360M Pro-VH","Motherboard","MSI","B360M Pro-VH","Socket: LGA 1151, Chipset: Intel B360"
"Supermicro C7C232-CB-ML","Motherboard","Supermicro","C7C232-CB-ML","Socket: LGA 1151, Chipset: Intel C232"
"Asus ROG Strix B450-E Gaming","Motherboard","Asus","ROG Strix B450-E Gaming","Socket: AM4, Chipset: AMD B450"
"Biostar TB250-BTC+","Motherboard","Biostar","TB250-BTC+","Socket: LGA 1151, Chipset: Intel B250"
"Asus Prime H370-Plus","Motherboard","Asus","Prime H370-Plus","Socket: LGA 1151, Chipset: Intel H370"
"EVGA X79 Dark","Motherboard","EVGA","X79 Dark","Socket: LGA 2011, Chipset: Intel X79"
"MSI MEG X570 Ace","Motherboard","MSI","MEG X570 Ace","Socket: AM4, Chipset: AMD X570"
"Gigabyte GA-990FXA-UD5 Rev. 1.0","Motherboard","Gigabyte","GA-990FXA-UD5 Rev. 1.0","Socket: AM3+, Chipset: AMD 990FX"
"MSI H170M ECO","Motherboard","MSI","H170M ECO","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte MZ01-CE0","Motherboard","Gigabyte","MZ01-CE0","Socket: SP3, Chipset: None + None"
"Biostar B150GT3","Motherboard","Biostar","B150GT3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock IMB-156M","Motherboard","Asrock","IMB-156M","Socket: Onboard CPU, Chipset: SOC"
"Gigabyte GA-X99-Phoenix SLI","Motherboard","Gigabyte","GA-X99-Phoenix SLI","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus E3M-ET V5","Motherboard","Asus","E3M-ET V5","Socket: LGA 1151, Chipset: Intel C232"
"MSI Z270 SLI","Motherboard","MSI","Z270 SLI","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock 870iCafe","Motherboard","Asrock","870iCafe","Socket: AM3, Chipset: AMD 870"
"Asrock IMB-157M","Motherboard","Asrock","IMB-157M","Socket: Onboard CPU, Chipset: SOC"
"Asrock 880GMH/USB3","Motherboard","Asrock","880GMH/USB3","Socket: AM3, Chipset: AMD 880G"
"Gigabyte GA-990XA-UD3 R5","Motherboard","Gigabyte","GA-990XA-UD3 R5","Socket: AM3+, Chipset: AMD 990X"
"EVGA Z390 Dark","Motherboard","EVGA","Z390 Dark","Socket: LGA 1151, Chipset: Intel Z390"
"Asus TUF B450-Plus Gaming","Motherboard","Asus","TUF B450-Plus Gaming","Socket: AM4, Chipset: AMD B450"
"Asus ROG Crosshair VIII Hero (Wi-Fi)","Motherboard","Asus","ROG Crosshair VIII Hero (Wi-Fi)","Socket: AM4, Chipset: AMD X570"
"Biostar Hi-Fi B150S1","Motherboard","Biostar","Hi-Fi B150S1","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte H370 HD3","Motherboard","Gigabyte","H370 HD3","Socket: LGA 1151, Chipset: Intel H370"
"Gigabyte X570 Gaming X","Motherboard","Gigabyte","X570 Gaming X","Socket: AM4, Chipset: AMD X570"
"ECS B250H4-M12","Motherboard","ECS","B250H4-M12","Socket: LGA 1151, Chipset: Intel B250"
"Asus TUF Z390M-Pro Gaming (Wi-Fi)","Motherboard","Asus","TUF Z390M-Pro Gaming (Wi-Fi)","Socket: LGA 1151, Chipset: Intel Z390"
"Colorful Battle AXE C.Z370M-DH V20","Motherboard","Colorful","Battle AXE C.Z370M-DH V20","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock Z390 Extreme4","Motherboard","Asrock","Z390 Extreme4","Socket: LGA 1151, Chipset: Intel Z390"
"MSI Z270 Gaming Pro","Motherboard","MSI","Z270 Gaming Pro","Socket: LGA 1151, Chipset: Intel Z270"
"Colorful iGame Z170 Ymir-X","Motherboard","Colorful","iGame Z170 Ymir-X","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-990FXA-UD7 Rev. 1.0","Motherboard","Gigabyte","GA-990FXA-UD7 Rev. 1.0","Socket: AM3+, Chipset: AMD 990FX"
"Gigabyte GA-EX58-UD3R Rev. 1.0","Motherboard","Gigabyte","GA-EX58-UD3R Rev. 1.0","Socket: LGA 1366, Chipset: Intel X58"
"Biostar H110MD Pro","Motherboard","Biostar","H110MD Pro","Socket: LGA 1151, Chipset: Intel H110"
"Asus P10S-C/4L","Motherboard","Asus","P10S-C/4L","Socket: LGA 1151, Chipset: Intel C232"
"Biostar H110MD4","Motherboard","Biostar","H110MD4","Socket: LGA 1151, Chipset: Intel H110"
"MSI B450I Gaming Plus AC","Motherboard","MSI","B450I Gaming Plus AC","Socket: AM4, Chipset: AMD B450"
"Gigabyte Z490 Vision G","Motherboard","Gigabyte","Z490 Vision G","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte GA-AX370-Gaming 3","Motherboard","Gigabyte","GA-AX370-Gaming 3","Socket: AM4, Chipset: AMD X370"
"Asrock B460M-HDV","Motherboard","Asrock","B460M-HDV","Socket: LGA 1200, Chipset: Intel B460"
"Biostar A70MG Pro","Motherboard","Biostar","A70MG Pro","Socket: FM2+, Chipset: AMD A70M"
"Gigabyte MZ01-CE1","Motherboard","Gigabyte","MZ01-CE1","Socket: SP3, Chipset: None + None"
"Gigabyte GA-Q170TN","Motherboard","Gigabyte","GA-Q170TN","Socket: LGA 1151, Chipset: Intel Q170"
"Asus ROG Crosshair VIII Hero","Motherboard","Asus","ROG Crosshair VIII Hero","Socket: AM4, Chipset: AMD X570"
"Asus TUF Z390-Plus Gaming (Wi-Fi)","Motherboard","Asus","TUF Z390-Plus Gaming (Wi-Fi)","Socket: LGA 1151, Chipset: Intel Z390"
"MSI X299 Gaming Pro Carbon","Motherboard","MSI","X299 Gaming Pro Carbon","Socket: LGA 2066, Chipset: Intel X299"
"Asus ROG Maximus XI Hero","Motherboard","Asus","ROG Maximus XI Hero","Socket: LGA 1151, Chipset: Intel Z390"
"Maxsun MS-H110D4L Turbo M.1","Motherboard","Maxsun","MS-H110D4L Turbo M.1","Socket: LGA 1151, Chipset: Intel H110"
"Asrock 890GX Extreme3","Motherboard","Asrock","890GX Extreme3","Socket: AM3+, Chipset: AMD 890GX"
"Asrock Z390 Taichi","Motherboard","Asrock","Z390 Taichi","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Z390 Phantom Gaming 9","Motherboard","Asrock","Z390 Phantom Gaming 9","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte GA-H110TN-E","Motherboard","Gigabyte","GA-H110TN-E","Socket: LGA 1151, Chipset: Intel H110"
"Asrock B450M Pro4-F","Motherboard","Asrock","B450M Pro4-F","Socket: AM4, Chipset: AMD B450"
"Biostar B150ET3","Motherboard","Biostar","B150ET3","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-Q170M-MK","Motherboard","Gigabyte","GA-Q170M-MK","Socket: LGA 1151, Chipset: Intel Q170"
"EVGA Z370 Classified K","Motherboard","EVGA","Z370 Classified K","Socket: LGA 1151, Chipset: Intel Z370"
"MSI B450M Mortar Titanium","Motherboard","MSI","B450M Mortar Titanium","Socket: AM4, Chipset: AMD B450"
"Biostar N3050NH","Motherboard","Biostar","N3050NH","Socket: Onboard CPU, Chipset: SOC"
"EVGA B360 Micro Gaming","Motherboard","EVGA","B360 Micro Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Asrock 890FX Deluxe4","Motherboard","Asrock","890FX Deluxe4","Socket: AM3+, Chipset: AMD 890FX"
"Asrock 880G Pro3","Motherboard","Asrock","880G Pro3","Socket: AM3+, Chipset: AMD 880G"
"ECS A960M-M4","Motherboard","ECS","A960M-M4","Socket: AM3+, Chipset: AMD 760G"
"ECS B250H4-M12T","Motherboard","ECS","B250H4-M12T","Socket: LGA 1151, Chipset: Intel B250"
"MSI X99S SLI Plus","Motherboard","MSI","X99S SLI Plus","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock X299 Creator","Motherboard","Asrock","X299 Creator","Socket: LGA 2066, Chipset: Intel X299"
"Colorful iGame X299 Vulcan X Black","Motherboard","Colorful","iGame X299 Vulcan X Black","Socket: LGA 2066, Chipset: Intel X299"
"Asrock A320M Pro4-F","Motherboard","Asrock","A320M Pro4-F","Socket: AM4, Chipset: AMD A320"
"Asrock Z490 Phantom Gaming 4SR","Motherboard","Asrock","Z490 Phantom Gaming 4SR","Socket: LGA 1200, Chipset: Intel Z490"
"MSI B350I Pro AC","Motherboard","MSI","B350I Pro AC","Socket: AM4, Chipset: AMD B350"
"Biostar B460GTA","Motherboard","Biostar","B460GTA","Socket: LGA 1200, Chipset: Intel B460"
"Asus Prime H310M-A R2.0","Motherboard","Asus","Prime H310M-A R2.0","Socket: LGA 1151, Chipset: Intel H310"
"ECS A890GXM-A2 Rev. 2.0","Motherboard","ECS","A890GXM-A2 Rev. 2.0","Socket: AM3+, Chipset: AMD 890GX"
"MSI X470 Gaming M7 AC","Motherboard","MSI","X470 Gaming M7 AC","Socket: AM4, Chipset: AMD X470"
"Asrock Z490 Taichi","Motherboard","Asrock","Z490 Taichi","Socket: LGA 1200, Chipset: Intel Z490"
"MSI Big Bang-XPower II","Motherboard","MSI","Big Bang-XPower II","Socket: LGA 2011, Chipset: Intel X79"
"Gigabyte MW50-SV0","Motherboard","Gigabyte","MW50-SV0","Socket: LGA 2011-3, Chipset: Intel C612"
"Colorful iGame Z270 Gamer Customization","Motherboard","Colorful","iGame Z270 Gamer Customization","Socket: LGA 1151, Chipset: Intel Z270"
"Biostar Z390GT5","Motherboard","Biostar","Z390GT5","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock H470M-ITX/ac","Motherboard","Asrock","H470M-ITX/ac","Socket: LGA 1200, Chipset: Intel H470"
"Asrock 880GMH/USB3 R2.0","Motherboard","Asrock","880GMH/USB3 R2.0","Socket: AM3, Chipset: AMD 880G"
"ECS B150M4-C43","Motherboard","ECS","B150M4-C43","Socket: LGA 1151, Chipset: Intel B150"
"Biostar H110MG Pro","Motherboard","Biostar","H110MG Pro","Socket: LGA 1151, Chipset: Intel H110"
"Asrock IMB-157L","Motherboard","Asrock","IMB-157L","Socket: Onboard CPU, Chipset: SOC"
"Asrock 890FX Deluxe5","Motherboard","Asrock","890FX Deluxe5","Socket: AM3+, Chipset: AMD 890FX"
"Asrock 870iCafe R2.0","Motherboard","Asrock","870iCafe R2.0","Socket: AM3+, Chipset: AMD 870"
"MSI X99A Godlike Gaming Carbon","Motherboard","MSI","X99A Godlike Gaming Carbon","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus P10S-M-DC","Motherboard","Asus","P10S-M-DC","Socket: LGA 1151, Chipset: Intel C232"
"MSI X470 Gaming Pro Carbon","Motherboard","MSI","X470 Gaming Pro Carbon","Socket: AM4, Chipset: AMD X470"
"MSI X99S SLI Krait Edition","Motherboard","MSI","X99S SLI Krait Edition","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock X370 Pro4","Motherboard","Asrock","X370 Pro4","Socket: AM4, Chipset: AMD X370"
"Asrock 890GM Pro3 R2.0","Motherboard","Asrock","890GM Pro3 R2.0","Socket: AM3+, Chipset: AMD 890GX"
"Asrock B550 Phantom Gaming 4","Motherboard","Asrock","B550 Phantom Gaming 4","Socket: AM4, Chipset: AMD B550"
"MSI B450M Bazooka","Motherboard","MSI","B450M Bazooka","Socket: AM4, Chipset: AMD B450"
"Supermicro C7H270-CG-ML","Motherboard","Supermicro","C7H270-CG-ML","Socket: LGA 1151, Chipset: Intel H270"
"Asrock Z390 Phantom Gaming SLI/ac","Motherboard","Asrock","Z390 Phantom Gaming SLI/ac","Socket: LGA 1151, Chipset: Intel Z390"
"EVGA SR-3 Dark","Motherboard","EVGA","SR-3 Dark","Socket: LGA 3647, Chipset: Intel C622"
"Asus Prime H310M-D","Motherboard","Asus","Prime H310M-D","Socket: LGA 1151, Chipset: Intel H310"
"Asus P10S-M WS/IPMI-O","Motherboard","Asus","P10S-M WS/IPMI-O","Socket: LGA 1151, Chipset: Intel C236"
"Asus P10S-I","Motherboard","Asus","P10S-I","Socket: LGA 1151, Chipset: Intel C232"
"Asus ROG Strix H370-I Gaming","Motherboard","Asus","ROG Strix H370-I Gaming","Socket: LGA 1151, Chipset: Intel H370"
"Colorful Battle Axe C.X370M-G Deluxe","Motherboard","Colorful","Battle Axe C.X370M-G Deluxe","Socket: AM4, Chipset: AMD X370"
"MSI 990XA-GD55","Motherboard","MSI","990XA-GD55","Socket: AM3+, Chipset: AMD 990X"
"ECS A990FXM-A Rev. 1.1","Motherboard","ECS","A990FXM-A Rev. 1.1","Socket: AM3+, Chipset: AMD 990FX"
"Asrock Z390 Phantom Gaming X","Motherboard","Asrock","Z390 Phantom Gaming X","Socket: LGA 1151, Chipset: Intel Z390"
"EVGA Z97 FTW","Motherboard","EVGA","Z97 FTW","Socket: LGA 1150, Chipset: Intel Z97"
"Biostar B360TH","Motherboard","Biostar","B360TH","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte MD30-RS0","Motherboard","Gigabyte","MD30-RS0","Socket: 2x LGA 2011-3, Chipset: Intel C612"
"EVGA X299 Micro ATX 2","Motherboard","EVGA","X299 Micro ATX 2","Socket: LGA 2066, Chipset: Intel X299"
"MSI MAG Z390 Tomahawk","Motherboard","MSI","MAG Z390 Tomahawk","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte G1.Sniper","Motherboard","Gigabyte","G1.Sniper","Socket: LGA 1366, Chipset: Intel X58"
"Asrock Z390 Phantom Gaming 4S","Motherboard","Asrock","Z390 Phantom Gaming 4S","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Z390 Phantom Gaming 6","Motherboard","Asrock","Z390 Phantom Gaming 6","Socket: LGA 1151, Chipset: Intel Z390"
"ECS B250H4-M12VT","Motherboard","ECS","B250H4-M12VT","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte GA-EX58-UD3R-SLI","Motherboard","Gigabyte","GA-EX58-UD3R-SLI","Socket: LGA 1366, Chipset: Intel X58"
"Asrock Fatal1ty H97 Killer","Motherboard","Asrock","Fatal1ty H97 Killer","Socket: LGA 1150, Chipset: Intel H97"
"ECS B250H4-M8","Motherboard","ECS","B250H4-M8","Socket: LGA 1151, Chipset: Intel B250"
"Asrock Z490 Pro4","Motherboard","Asrock","Z490 Pro4","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte Z370 Aorus Gaming 7-OP","Motherboard","Gigabyte","Z370 Aorus Gaming 7-OP","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte MU70-SU0","Motherboard","Gigabyte","MU70-SU0","Socket: LGA 2011-3, Chipset: Intel C612"
"Gigabyte H310M HD2","Motherboard","Gigabyte","H310M HD2","Socket: LGA 1151, Chipset: Intel H310"
"Gigabyte H370M D3H","Motherboard","Gigabyte","H370M D3H","Socket: LGA 1151, Chipset: Intel H370"
"Biostar B450MHC","Motherboard","Biostar","B450MHC","Socket: AM4, Chipset: AMD B450"
"ECS H110-SF100","Motherboard","ECS","H110-SF100","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-X99-Ultra Gaming Rev. 1.1","Motherboard","Gigabyte","GA-X99-Ultra Gaming Rev. 1.1","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus Prime H310M-E","Motherboard","Asus","Prime H310M-E","Socket: LGA 1151, Chipset: Intel H310"
"EVGA H370 Stinger","Motherboard","EVGA","H370 Stinger","Socket: LGA 1151, Chipset: Intel H370"
"Asrock Z390 Phantom Gaming 7","Motherboard","Asrock","Z390 Phantom Gaming 7","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Fatal1ty B360 Gaming K4","Motherboard","Asrock","Fatal1ty B360 Gaming K4","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte H370M DS3H","Motherboard","Gigabyte","H370M DS3H","Socket: LGA 1151, Chipset: Intel H370"
"MSI X99A XPower Gaming Titanium","Motherboard","MSI","X99A XPower Gaming Titanium","Socket: LGA 2011-3, Chipset: Intel X99"
"Biostar B460GTQ","Motherboard","Biostar","B460GTQ","Socket: LGA 1200, Chipset: Intel B460"
"Gigabyte GA-X99-SOC Force","Motherboard","Gigabyte","GA-X99-SOC Force","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock B550 PG Velocita","Motherboard","Asrock","B550 PG Velocita","Socket: AM4, Chipset: AMD B550"
"MSI E3M Workstation V5","Motherboard","MSI","E3M Workstation V5","Socket: LGA 1151, Chipset: Intel C232"
"Asrock X470 Taichi","Motherboard","Asrock","X470 Taichi","Socket: AM4, Chipset: AMD X470"
"Asus ROG Strix B360-F Gaming","Motherboard","Asus","ROG Strix B360-F Gaming","Socket: LGA 1151, Chipset: Intel B360"
"MSI Z97 MPower","Motherboard","MSI","Z97 MPower","Socket: LGA 1150, Chipset: Intel Z97"
"ECS H110M-C3V","Motherboard","ECS","H110M-C3V","Socket: LGA 1151, Chipset: Intel H110"
"Asrock H470M Pro4","Motherboard","Asrock","H470M Pro4","Socket: LGA 1200, Chipset: Intel H470"
"Gigabyte GA-X99-Ultra Gaming-EK","Motherboard","Gigabyte","GA-X99-Ultra Gaming-EK","Socket: LGA 2011-3, Chipset: Intel X99"
"ECS B150M-P73","Motherboard","ECS","B150M-P73","Socket: LGA 1151, Chipset: Intel B150"
"MSI B360 Gaming Arctic","Motherboard","MSI","B360 Gaming Arctic","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte X399 Aorus Pro","Motherboard","Gigabyte","X399 Aorus Pro","Socket: TR4, Chipset: AMD X399"
"Gigabyte X470 Aorus Gaming 5 Wifi","Motherboard","Gigabyte","X470 Aorus Gaming 5 Wifi","Socket: AM4, Chipset: AMD X470"
"Gigabyte GA-H110TN","Motherboard","Gigabyte","GA-H110TN","Socket: LGA 1151, Chipset: Intel H110"
"MSI X99A MPower","Motherboard","MSI","X99A MPower","Socket: LGA 2011-3, Chipset: Intel X99"
"MSI Z97 Gaming 9 AC","Motherboard","MSI","Z97 Gaming 9 AC","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte Z490 Aorus Ultra G2","Motherboard","Gigabyte","Z490 Aorus Ultra G2","Socket: LGA 1200, Chipset: Intel Z490"
"Asrock H370M Pro4","Motherboard","Asrock","H370M Pro4","Socket: LGA 1151, Chipset: Intel H370"
"MSI X99A SLI","Motherboard","MSI","X99A SLI","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus Prime H310M-A","Motherboard","Asus","Prime H310M-A","Socket: LGA 1151, Chipset: Intel H310"
"Asrock 890GMH/USB3","Motherboard","Asrock","890GMH/USB3","Socket: AM3, Chipset: AMD 890GX"
"Gigabyte GA-H110M-M.2","Motherboard","Gigabyte","GA-H110M-M.2","Socket: LGA 1151, Chipset: Intel H110"
"Asus P10S WS","Motherboard","Asus","P10S WS","Socket: LGA 1151, Chipset: Intel C236"
"Asus ROG Maximus XI Hero Wi-Fi - Black Ops 4 Edition","Motherboard","Asus","ROG Maximus XI Hero Wi-Fi - Black Ops 4 Edition","Socket: LGA 1151, Chipset: Intel Z390"
"Asus TUF B360-Pro Gaming (Wi-Fi)","Motherboard","Asus","TUF B360-Pro Gaming (Wi-Fi)","Socket: LGA 1151, Chipset: Intel B360"
"MSI X79A-GD65","Motherboard","MSI","X79A-GD65","Socket: LGA 2011, Chipset: Intel X79"
"Asrock Z490 Phantom Gaming-ITX/TB3","Motherboard","Asrock","Z490 Phantom Gaming-ITX/TB3","Socket: LGA 1200, Chipset: Intel Z490"
"ECS A890GXM-A2 Rev. 1.0","Motherboard","ECS","A890GXM-A2 Rev. 1.0","Socket: AM3, Chipset: AMD 890GX"
"Asrock Z490 Extreme4","Motherboard","Asrock","Z490 Extreme4","Socket: LGA 1200, Chipset: Intel Z490"
"MSI MPG Z390 Gaming Pro Carbon","Motherboard","MSI","MPG Z390 Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte Z370 Aorus Ultra Gaming Wifi","Motherboard","Gigabyte","Z370 Aorus Ultra Gaming Wifi","Socket: LGA 1151, Chipset: Intel Z370"
"MSI A320M Pro-VHL","Motherboard","MSI","A320M Pro-VHL","Socket: AM4, Chipset: AMD A320"
"Asus P10S-X","Motherboard","Asus","P10S-X","Socket: LGA 1151, Chipset: Intel C232"
"MSI MPG Z390M Gaming Edge AC","Motherboard","MSI","MPG Z390M Gaming Edge AC","Socket: LGA 1151, Chipset: Intel Z390"
"MSI Z97 Gaming 9 ACK","Motherboard","MSI","Z97 Gaming 9 ACK","Socket: LGA 1150, Chipset: Intel Z97"
"ECS Z170IU-C43","Motherboard","ECS","Z170IU-C43","Socket: LGA 1151, Chipset: Intel Z170"
"MSI MEG Z390 Ace","Motherboard","MSI","MEG Z390 Ace","Socket: LGA 1151, Chipset: Intel Z390"
"MSI H310M Pro-VD","Motherboard","MSI","H310M Pro-VD","Socket: LGA 1151, Chipset: Intel H310"
"EVGA Z97 Stinger Core3D","Motherboard","EVGA","Z97 Stinger Core3D","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte H310M D3","Motherboard","Gigabyte","H310M D3","Socket: LGA 1151, Chipset: Intel H310"
"Colorful iGame Z390 Vulcan X","Motherboard","Colorful","iGame Z390 Vulcan X","Socket: LGA 1151, Chipset: Intel Z390"
"Asus P10S-V/4L","Motherboard","Asus","P10S-V/4L","Socket: LGA 1151, Chipset: Intel C236"
"Supermicro C9Z390-PGW","Motherboard","Supermicro","C9Z390-PGW","Socket: LGA 1151, Chipset: Intel Z390"
"Asus Prime B360M-A","Motherboard","Asus","Prime B360M-A","Socket: LGA 1151, Chipset: Intel B360"
"Asrock 890GX Extreme4","Motherboard","Asrock","890GX Extreme4","Socket: AM3, Chipset: AMD 890GX"
"Asus ROG Strix B360-I Gaming","Motherboard","Asus","ROG Strix B360-I Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Asrock 890GX Pro3","Motherboard","Asrock","890GX Pro3","Socket: AM3+, Chipset: AMD 890GX"
"Asrock Z490 PG Velocita","Motherboard","Asrock","Z490 PG Velocita","Socket: LGA 1200, Chipset: Intel Z490"
"Biostar Z490GTA","Motherboard","Biostar","Z490GTA","Socket: LGA 1200, Chipset: Intel Z490"
"Asus P10S-M","Motherboard","Asus","P10S-M","Socket: LGA 1151, Chipset: Intel C232"
"ECS Z170 Lightsaber","Motherboard","ECS","Z170 Lightsaber","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z97 U3 Plus","Motherboard","MSI","Z97 U3 Plus","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte GA-X99-Designare EX","Motherboard","Gigabyte","GA-X99-Designare EX","Socket: LGA 2011-3, Chipset: Intel X99"
"ECS A960M-MV Rev. 2.0","Motherboard","ECS","A960M-MV Rev. 2.0","Socket: AM3+, Chipset: AMD 760G"
"Biostar B450GT3","Motherboard","Biostar","B450GT3","Socket: AM4, Chipset: AMD B450"
"Gigabyte H310M DS2","Motherboard","Gigabyte","H310M DS2","Socket: LGA 1151, Chipset: Intel H310"
"MSI Z97I Gaming ACK","Motherboard","MSI","Z97I Gaming ACK","Socket: LGA 1150, Chipset: Intel Z97"
"Asrock Z490M-ITX/ac","Motherboard","Asrock","Z490M-ITX/ac","Socket: LGA 1200, Chipset: Intel Z490"
"Asus P10S-E/4L","Motherboard","Asus","P10S-E/4L","Socket: LGA 1151, Chipset: Intel C236"
"Gigabyte GA-X99-SOC Champion","Motherboard","Gigabyte","GA-X99-SOC Champion","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte B360M DS3H","Motherboard","Gigabyte","B360M DS3H","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte B360M Aorus Gaming 3","Motherboard","Gigabyte","B360M Aorus Gaming 3","Socket: LGA 1151, Chipset: Intel B360"
"Asrock X299 Extreme4","Motherboard","Asrock","X299 Extreme4","Socket: LGA 2066, Chipset: Intel X299"
"MSI X99A Gaming 7","Motherboard","MSI","X99A Gaming 7","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock H310M-HDV","Motherboard","Asrock","H310M-HDV","Socket: LGA 1151, Chipset: Intel H310"
"MSI Z97 XPower AC","Motherboard","MSI","Z97 XPower AC","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte Z490 Aorus Xtreme","Motherboard","Gigabyte","Z490 Aorus Xtreme","Socket: LGA 1200, Chipset: Intel Z490"
"MSI B360M Mortar","Motherboard","MSI","B360M Mortar","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte Z490 Aorus Xtreme Waterforce","Motherboard","Gigabyte","Z490 Aorus Xtreme Waterforce","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte Z490 Aorus Master","Motherboard","Gigabyte","Z490 Aorus Master","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte H370 Aorus Gaming 3 Wifi","Motherboard","Gigabyte","H370 Aorus Gaming 3 Wifi","Socket: LGA 1151, Chipset: Intel H370"
"Colorful iGame Z370-X RNG Edition","Motherboard","Colorful","iGame Z370-X RNG Edition","Socket: LGA 1151, Chipset: Intel Z370"
"Biostar Z490GTA Evo","Motherboard","Biostar","Z490GTA Evo","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte GA-H110M-D3H R2","Motherboard","Gigabyte","GA-H110M-D3H R2","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte Z370 Aorus Ultra Gaming Wifi-OP","Motherboard","Gigabyte","Z370 Aorus Ultra Gaming Wifi-OP","Socket: LGA 1151, Chipset: Intel Z370"
"MSI MAG Z390M Mortar","Motherboard","MSI","MAG Z390M Mortar","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte GA-H110TN-M","Motherboard","Gigabyte","GA-H110TN-M","Socket: LGA 1151, Chipset: Intel H110"
"MSI H370 Gaming Plus","Motherboard","MSI","H370 Gaming Plus","Socket: LGA 1151, Chipset: Intel H370"
"Asrock Z390 Pro4","Motherboard","Asrock","Z390 Pro4","Socket: LGA 1151, Chipset: Intel Z390"
"Biostar 945GC-330","Motherboard","Biostar","945GC-330","Socket: Onboard CPU, Chipset: Intel 945GC"
"Gigabyte Z490 Gaming X","Motherboard","Gigabyte","Z490 Gaming X","Socket: LGA 1200, Chipset: Intel Z490"
"Supermicro C7C242-CB-M","Motherboard","Supermicro","C7C242-CB-M","Socket: LGA 1151, Chipset: Intel C242"
"ECS Q170-SF100","Motherboard","ECS","Q170-SF100","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock B360 Pro4","Motherboard","Asrock","B360 Pro4","Socket: LGA 1151, Chipset: Intel B360"
"Supermicro C9Z390-CGW","Motherboard","Supermicro","C9Z390-CGW","Socket: LGA 1151, Chipset: Intel Z390"
